Panini_id,sofifa_id,player_url,short_name,long_name,player_positions,name,overall,potential,value_eur,wage_eur,age,dob,height_cm,weight_kg,club_team_id,club_name,league_name,league_level,club_position,club_jersey_number,club_loaned_from,club_joined,club_contract_valid_until,nationality_id,nationality_name,nation_team_id,nation_position,nation_jersey_number,preferred_foot,weak_foot,skill_moves,international_reputation,work_rate,body_type,real_face,va al mundial,release_clause_eur,player_tags,player_traits,pace,shooting,passing,dribbling,defending,physic,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,skill_dribbling,skill_curve,skill_fk_accuracy,skill_long_passing,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,power_shot_power,power_jumping,power_stamina,power_strength,power_long_shots,mentality_aggression,mentality_interceptions,mentality_positioning,mentality_vision,mentality_penalties,mentality_composure,defending_marking_awareness,defending_standing_tackle,defending_sliding_tackle,goalkeeping_diving,goalkeeping_handling,goalkeeping_kicking,goalkeeping_positioning,goalkeeping_reflexes,goalkeeping_speed,ls,st,rs,lw,lf,cf,rf,rw,lam,cam,ram,lm,lcm,cm,rcm,rm,lwb,ldm,cdm,rdm,rwb,lb,lcb,cb,rcb,rb,gk,player_face_url,club_logo_url,club_flag_url,nation_logo_url,nation_flag_url
584,193080,https://sofifa.com/player/193080/david-de-gea-quintana/220002,De Gea,David De Gea Quintana,GK,David De Gea Quintana,84,84,28000000,120000,30,11/7/1990,192,82,11,Manchester United,English Premier League,1,GK,1,,7/1/2011,2023,45,Spain,1362,SUB,1,Right,3,1,4,Medium/Medium,Unique,Yes,si,51800000,,"Cautious With Crosses, Saves with Feet",,,,,,,17,13,21,48,13,18,21,19,43,38,57,58,63,83,43,57,67,43,55,12,38,30,12,61,29,63,25,21,13,86,79,76,79,87,57,34+3,34+3,34+3,36,37,37,37,36,40+3,40+3,40+3,38+3,41+3,41+3,41+3,38+3,36+3,39+3,39+3,39+3,36+3,35+3,34+3,34+3,34+3,35+3,82+2,https://cdn.sofifa.net/players/193/080/22_120.png,https://cdn.sofifa.net/teams/11/60.png,https://cdn.sofifa.net/flags/gb-eng.png,https://cdn.sofifa.net/teams/1362/60.png,https://cdn.sofifa.net/flags/es.png
585,184432,https://sofifa.com/player/184432/cesar-azpilicueta-tanco/220002,Azpilicueta,C泰sar Azpilicueta Tanco,"CB, RWB",Cesar Azpilicueta Tanco,83,83,25000000,125000,31,8/28/1989,178,77,5,Chelsea,English Premier League,1,RWB,28,,8/24/2012,2022,45,Spain,1362,SUB,2,Right,3,2,3,Medium/Medium,Normal (170-185),Yes,si,46300000,,"Long Throw-in, Solid Player, Early Crosser, Long Passer (AI), Team Player",66,55,76,72,84,76,80,46,77,79,51,68,68,58,80,77,69,63,67,86,73,68,83,77,70,60,87,84,62,72,66,78,85,85,84,13,9,10,6,5,,66+3,66+3,66+3,70,69,69,69,70,71+3,71+3,71+3,72+3,76+3,76+3,76+3,72+3,80+3,81+2,81+2,81+2,80+3,80+3,82+1,82+1,82+1,80+3,17+3,https://cdn.sofifa.net/players/184/432/22_120.png,https://cdn.sofifa.net/teams/5/60.png,https://cdn.sofifa.net/flags/gb-eng.png,https://cdn.sofifa.net/teams/1362/60.png,https://cdn.sofifa.net/flags/es.png
586,201153,https://sofifa.com/player/201153/alvaro-borja-morata-martin/220002,Morata,虂lvaro Borja Morata Mart�n,ST,Alvaro Borja Morata Martin,83,83,37000000,84000,28,10/23/1992,190,84,45,Juventus,Italian Serie A,1,ST,9,Atl泰tico de Madrid,,2022,45,Spain,1362,SUB,7,Right,4,3,3,Medium/Medium,Unique,Yes,si,,,Speed Dribbler (AI),82,80,72,81,31,77,72,84,86,78,80,83,78,44,60,83,79,85,72,80,63,80,84,77,80,72,69,24,87,77,75,79,37,14,20,4,5,4,4,5,,83,83,83,81,82,82,82,81,80+3,80+3,80+3,79+3,71+3,71+3,71+3,79+3,58+3,55+3,55+3,55+3,58+3,54+3,50+3,50+3,50+3,54+3,13+3,https://cdn.sofifa.net/players/201/153/22_120.png,https://cdn.sofifa.net/teams/45/60.png,https://cdn.sofifa.net/flags/it.png,https://cdn.sofifa.net/teams/1362/60.png,https://cdn.sofifa.net/flags/es.png
587,211688,https://sofifa.com/player/211688/jose-luis-gaya-pena/220002,Gay淌,Jos泰 Lu�s Gay淌 Pe瘫a,"LB, LWB, LM",Jose Luis Gaya Pena,83,86,43500000,48000,26,5/25/1995,172,66,461,Valencia CF,Spain Primera Division,1,LB,14,,9/13/2012,2023,45,Spain,1362,SUB,14,Left,3,4,3,High/Medium,Lean (170-185),Yes,si,94600000,,"Team Player, Technical Dribbler (AI)",83,61,77,80,79,73,80,61,58,81,58,79,80,49,75,82,81,85,82,84,78,62,53,87,66,59,76,80,76,75,52,76,79,82,84,13,10,9,12,9,,71+3,71+3,71+3,78,76,76,76,78,77+3,77+3,77+3,79+3,78+3,78+3,78+3,79+3,82+3,80+3,80+3,80+3,82+3,81+3,76+3,76+3,76+3,81+3,19+3,https://cdn.sofifa.net/players/211/688/22_120.png,https://cdn.sofifa.net/teams/461/60.png,https://cdn.sofifa.net/flags/es.png,https://cdn.sofifa.net/teams/1362/60.png,https://cdn.sofifa.net/flags/es.png
588,226271,https://sofifa.com/player/226271/fabian-ruiz-pena/220002,Fabi塘n,Fabi塘n Ruiz Pe瘫a,CM,Fabian Ruiz Pena,82,86,42000000,77000,25,4/3/1996,189,70,48,Napoli,Italian Serie A,1,RCM,8,,7/5/2018,2023,45,Spain,1362,SUB,17,Left,3,4,2,Medium/Medium,Normal (185+),Yes,si,74600000,,"Finesse Shot, Long Shot Taker (AI), Outside Foot Shot",63,78,79,82,74,71,72,79,67,83,67,83,75,59,80,86,67,60,71,82,67,77,46,87,67,83,68,76,81,82,67,77,70,78,75,16,11,7,13,13,,77+2,77+2,77+2,79,80,80,80,79,81+2,81+2,81+2,79+2,82+2,82+2,82+2,79+2,77+2,79+2,79+2,79+2,77+2,76+2,73+2,73+2,73+2,76+2,21+2,https://cdn.sofifa.net/players/226/271/22_120.png,https://cdn.sofifa.net/teams/48/60.png,https://cdn.sofifa.net/flags/it.png,https://cdn.sofifa.net/teams/1362/60.png,https://cdn.sofifa.net/flags/es.png
589,230869,https://sofifa.com/player/230869/unai-simon-mendibil/220002,Unai Sim�n,Unai Sim�n Mendibil,GK,Unai Simon Mendibil,82,86,34500000,24000,24,6/11/1997,190,89,448,Athletic Club de Bilbao,Spain Primera Division,1,GK,1,,8/25/2015,2025,45,Spain,1362,GK,23,Right,3,1,3,Medium/Medium,Normal (185+),No,si,75000000,,"Comes For Crosses, Saves with Feet",,,,,,,16,14,18,40,17,12,20,14,37,16,46,48,32,72,47,57,63,45,76,13,27,26,14,44,24,42,11,18,12,82,77,76,85,84,47,31+3,31+3,31+3,27,29,29,29,27,30+3,30+3,30+3,30+3,33+3,33+3,33+3,30+3,29+3,32+3,32+3,32+3,29+3,29+3,30+3,30+3,30+3,29+3,81+3,https://cdn.sofifa.net/players/230/869/22_120.png,https://cdn.sofifa.net/teams/448/60.png,https://cdn.sofifa.net/flags/es.png,https://cdn.sofifa.net/teams/1362/60.png,https://cdn.sofifa.net/flags/es.png
590,241461,https://sofifa.com/player/241461/ferran-torres-garcia/220002,Ferran Torres,Ferran Torres Garc�a,"RW, ST",Ferran Torres Garcia,82,90,68500000,120000,21,2/29/2000,184,77,10,Manchester City,English Premier League,1,ST,21,,8/4/2020,2025,45,Spain,1362,RW,11,Right,4,4,1,High/Medium,Lean (170-185),Yes,si,140400000,,Technical Dribbler (AI),82,79,78,82,35,66,77,81,73,80,74,84,71,60,78,81,87,78,82,81,76,79,75,73,70,76,45,34,84,84,66,82,35,24,28,12,9,11,15,12,,80+2,80+2,80+2,82,82,82,82,82,82+2,82+2,82+2,81+2,75+2,75+2,75+2,81+2,61+2,58+2,58+2,58+2,61+2,57+2,49+2,49+2,49+2,57+2,20+2,https://cdn.sofifa.net/players/241/461/22_120.png,https://cdn.sofifa.net/teams/10/60.png,https://cdn.sofifa.net/flags/gb-eng.png,https://cdn.sofifa.net/teams/1362/60.png,https://cdn.sofifa.net/flags/es.png
591,241464,https://sofifa.com/player/241464/pau-francisco-torres/220002,Pau Torres,Pau Francisco Torres,CB,Pau Francisco Torres,82,89,56500000,35000,24,1/16/1997,191,80,483,Villarreal CF,Spain Primera Division,1,SUB,4,,7/1/2016,2024,45,Spain,1362,SUB,4,Left,3,2,2,Medium/High,Lean (185+),Yes,si,130000000,,Power Header,71,38,67,70,84,80,55,28,85,80,41,64,45,28,76,79,69,72,69,80,52,58,78,80,80,40,79,82,42,67,42,73,84,84,83,11,13,13,13,9,,60+2,60+2,60+2,62,62,62,62,62,66+2,66+2,66+2,66+2,72+2,72+2,72+2,66+2,77+2,80+2,80+2,80+2,77+2,78+2,82+2,82+2,82+2,78+2,19+2,https://cdn.sofifa.net/players/241/464/22_120.png,https://cdn.sofifa.net/teams/483/60.png,https://cdn.sofifa.net/flags/es.png,https://cdn.sofifa.net/teams/1362/60.png,https://cdn.sofifa.net/flags/es.png
592,244260,https://sofifa.com/player/244260/daniel-olmo-carvajal/220002,Dani Olmo,Daniel Olmo Carvajal,"CAM, CF",Daniel Olmo Carvajal,82,87,46000000,78000,23,5/7/1998,179,72,112172,RB Leipzig,German 1. Bundesliga,1,SUB,25,,1/25/2020,2024,45,Spain,1362,LW,19,Right,4,4,3,Medium/High,Lean (170-185),No,si,81700000,"#Dribbler, #Acrobat","Flair, Long Shot Taker (AI), Outside Foot Shot, Technical Dribbler (AI)",67,76,81,86,50,60,78,74,43,84,76,86,72,75,79,86,77,58,86,83,86,79,55,80,54,77,51,57,82,83,66,82,50,50,44,15,15,13,12,11,,74+3,74+3,74+3,80,80,80,80,80,82+3,82+3,82+3,81+3,80+3,80+3,80+3,81+3,68+3,68+3,68+3,68+3,68+3,64+3,55+3,55+3,55+3,64+3,21+3,https://cdn.sofifa.net/players/244/260/22_120.png,https://cdn.sofifa.net/teams/112172/60.png,https://cdn.sofifa.net/flags/de.png,https://cdn.sofifa.net/teams/1362/60.png,https://cdn.sofifa.net/flags/es.png
593,251854,https://sofifa.com/player/251854/pedro-gonzalez-lopez/220002,Pedri,Pedro Gonz塘lez L�pez,CM,Pedro Gonzalez Lopez,81,91,54000000,51000,18,11/25/2002,174,61,241,FC Barcelona,Spain Primera Division,1,LCM,16,,8/4/2020,2022,45,Spain,1362,LCM,26,Right,4,4,2,High/High,Lean (170-185),No,si,121500000,"#Engine, #Acrobat","Solid Player, Flair, Technical Dribbler (AI)",78,65,79,84,66,63,68,68,50,85,45,84,73,51,80,83,81,76,88,81,89,62,65,86,53,65,59,68,77,86,53,84,65,73,63,12,7,11,8,8,,71+2,71+2,71+2,79,78,78,78,79,81+2,81+2,81+2,80+2,81+2,81+2,81+2,80+2,75+2,75+2,75+2,75+2,75+2,73+2,66+2,66+2,66+2,73+2,17+2,https://cdn.sofifa.net/players/251/854/22_120.png,https://cdn.sofifa.net/teams/241/60.png,https://cdn.sofifa.net/flags/es.png,https://cdn.sofifa.net/teams/1362/60.png,https://cdn.sofifa.net/flags/es.png
594,213956,https://sofifa.com/player/213956/adama-traore-diarra/220002,Adama Traor泰,Adama Traor泰 Diarra,"RW, RWB",Adama Traore Diarra,78,81,18500000,79000,25,1/25/1996,178,72,110,Wolverhampton Wanderers,English Premier League,1,LW,37,,8/8/2018,2023,45,Spain,1362,SUB,20,Right,2,4,1,High/Low,Unique,Yes,si,36500000,"#Speedster, #Dribbler","Flair, Speed Dribbler (AI)",96,66,67,86,38,81,78,66,40,71,52,92,67,42,54,83,97,96,85,66,88,78,79,77,87,65,70,41,64,67,47,73,37,38,35,13,9,11,12,7,,72+2,72+2,72+2,78,76,76,76,78,75+2,75+2,75+2,78+2,67+2,67+2,67+2,78+2,64+2,58+2,58+2,58+2,64+2,59+2,53+2,53+2,53+2,59+2,16+2,https://cdn.sofifa.net/players/213/956/22_120.png,https://cdn.sofifa.net/teams/110/60.png,https://cdn.sofifa.net/flags/gb-eng.png,https://cdn.sofifa.net/teams/1362/60.png,https://cdn.sofifa.net/flags/es.png
595,245037,https://sofifa.com/player/245037/eric-garcia-martret/220002,Eric Garc�a,Eric Garc�a Martret,CB,Eric Garcia Martret,77,86,21500000,71000,20,1/9/2001,182,76,241,FC Barcelona,Spain Primera Division,1,RCB,24,,7/1/2021,2026,45,Spain,1362,RCB,12,Right,3,2,2,Medium/High,Lean (170-185),Yes,si,48400000,,,65,44,65,66,79,72,46,42,77,79,31,62,62,31,72,72,60,69,60,78,57,51,73,68,73,44,76,80,42,62,44,79,79,78,77,11,9,12,11,7,,59+2,59+2,59+2,60,61,61,61,60,64+2,64+2,64+2,63+2,69+2,69+2,69+2,63+2,71+2,76+2,76+2,76+2,71+2,73+2,77+2,77+2,77+2,73+2,17+2,https://cdn.sofifa.net/players/245/037/22_120.png,https://cdn.sofifa.net/teams/241/60.png,https://cdn.sofifa.net/flags/es.png,https://cdn.sofifa.net/teams/1362/60.png,https://cdn.sofifa.net/flags/es.png
596,228789,https://sofifa.com/player/228789/robert-lynch-sanchez/220002,Robert Sanch泰z,Robert Lynch Sanch泰z,GK,Robert Lynch Sanchez,76,82,9500000,31000,23,11/18/1997,197,85,1808,Brighton & Hove Albion,English Premier League,1,GK,1,,5/14/2015,2025,45,Spain,1362,SUB,13,Right,4,1,1,Medium/Medium,Normal (185+),No,si,20000000,,Comes For Crosses,,,,,,,12,14,15,46,15,15,12,14,50,37,45,44,31,71,35,52,70,40,66,16,27,8,7,56,15,55,18,13,15,76,73,69,75,78,45,31+2,31+2,31+2,31,33,33,33,31,36+2,36+2,36+2,34+2,38+2,38+2,38+2,34+2,29+2,34+2,34+2,34+2,29+2,28+2,28+2,28+2,28+2,28+2,75+2,https://cdn.sofifa.net/players/228/789/22_120.png,https://cdn.sofifa.net/teams/1808/60.png,https://cdn.sofifa.net/flags/gb-eng.png,https://cdn.sofifa.net/teams/1362/60.png,https://cdn.sofifa.net/flags/es.png
597,177683,https://sofifa.com/player/177683/yann-sommer/220002,Y. Sommer,Yann Sommer,GK,Yann Sommer,85,85,26500000,40000,32,12/17/1988,183,79,23,Borussia M苔nchengladbach,German 1. Bundesliga,1,GK,1,,7/1/2014,2023,47,Switzerland,,GK,0,Right,4,1,3,Medium/Medium,Normal (170-185),Yes,si,45100000,,Comes For Crosses,,,,,,,13,13,10,40,8,15,12,13,31,25,48,54,55,82,58,63,73,45,68,12,38,21,15,64,24,57,9,19,12,79,81,84,86,86,50,32+3,32+3,32+3,32,34,34,34,32,36+3,36+3,36+3,34+3,37+3,37+3,37+3,34+3,30+3,33+3,33+3,33+3,30+3,29+3,29+3,29+3,29+3,29+3,83+2,https://cdn.sofifa.net/players/177/683/22_120.png,https://cdn.sofifa.net/teams/23/60.png,https://cdn.sofifa.net/flags/de.png,,https://cdn.sofifa.net/flags/ch.png
598,189117,https://sofifa.com/player/189117/roman-burki/220002,R. B�rki,Roman B�rki,GK,Roman Burki,80,80,14000000,46000,30,11/14/1990,187,85,22,Borussia Dortmund,German 1. Bundesliga,1,RES,38,,7/1/2015,2023,47,Switzerland,,RES,1,Right,2,1,3,Medium/Medium,Normal (185+),Yes,si,23800000,,Cautious With Crosses,,,,,,,15,8,17,37,13,12,13,12,24,23,44,50,49,78,52,45,74,36,76,14,35,18,10,50,20,58,11,13,16,81,79,60,77,86,46,29+3,29+3,29+3,28,30,30,30,28,31+3,31+3,31+3,30+3,31+3,31+3,31+3,30+3,28+3,30+3,30+3,30+3,28+3,28+3,29+3,29+3,29+3,28+3,79+1,https://cdn.sofifa.net/players/189/117/22_120.png,https://cdn.sofifa.net/teams/22/60.png,https://cdn.sofifa.net/flags/de.png,,https://cdn.sofifa.net/flags/ch.png
599,202024,https://sofifa.com/player/202024/remo-freuler/220002,R. Freuler,Remo Marco Freuler,CM,Remo Freuler,80,80,20500000,58000,29,4/15/1992,180,80,39,Atalanta,Italian Serie A,1,LCM,11,,1/20/2016,2022,47,Switzerland,,LCM,2,Right,3,4,2,Medium/Medium,Normal (170-185),No,si,34900000,,,69,71,77,78,75,73,72,68,41,81,68,78,60,70,80,81,68,69,69,83,62,73,55,87,69,75,72,79,78,79,61,83,80,79,73,12,8,9,14,13,,71+2,71+2,71+2,76,76,76,76,76,78+2,78+2,78+2,77+2,80,80,80,77+2,78+2,79+1,79+1,79+1,78+2,76+2,73+2,73+2,73+2,76+2,19+2,https://cdn.sofifa.net/players/202/024/22_120.png,https://cdn.sofifa.net/teams/39/60.png,https://cdn.sofifa.net/flags/it.png,,https://cdn.sofifa.net/flags/ch.png
600,229237,https://sofifa.com/player/229237/manuel-akanji/220002,M. Akanji,Manuel Obafemi Akanji,CB,Manuel Akanji,80,83,25000000,54000,25,7/19/1995,187,91,22,Borussia Dortmund,German 1. Bundesliga,1,RCB,16,,1/15/2018,2023,47,Switzerland,,RCB,3,Right,4,2,2,Medium/Medium,Normal (185+),No,si,44400000,,,81,48,67,74,81,77,53,38,78,79,42,74,54,59,69,75,77,84,69,81,65,75,83,72,80,48,74,81,37,65,40,76,82,82,76,10,9,13,6,9,,64+2,64+2,64+2,65,65,65,65,65,67+2,67+2,67+2,68+2,70+2,70+2,70+2,68+2,75+2,77+2,77+2,77+2,75+2,77+2,80+2,80+2,80+2,77+2,17+2,https://cdn.sofifa.net/players/229/237/22_120.png,https://cdn.sofifa.net/teams/22/60.png,https://cdn.sofifa.net/flags/de.png,,https://cdn.sofifa.net/flags/ch.png
601,229261,https://sofifa.com/player/229261/denis-zakaria/220002,D. Zakaria,Denis Lemi Zakaria Lako Lado,"CDM, CB",Denis Zakaria,80,86,30500000,28000,24,11/20/1996,191,81,23,Borussia M苔nchengladbach,German 1. Bundesliga,1,SUB,8,,7/1/2017,2022,47,Switzerland,,SUB,4,Right,3,3,2,High/Medium,Normal (185+),Yes,si,58000000,,Playmaker (AI),83,64,72,75,80,84,67,66,67,79,35,76,63,46,73,76,79,86,67,82,64,73,66,81,87,63,85,80,65,73,38,83,81,82,79,12,12,7,13,11,,72+2,72+2,72+2,74,74,74,74,74,74+2,74+2,74+2,75+2,76+2,76+2,76+2,75+2,79+2,79+2,79+2,79+2,79+2,79+2,80+2,80+2,80+2,79+2,19+2,https://cdn.sofifa.net/players/229/261/22_120.png,https://cdn.sofifa.net/teams/23/60.png,https://cdn.sofifa.net/flags/de.png,,https://cdn.sofifa.net/flags/ch.png
602,193348,https://sofifa.com/player/193348/xherdan-shaqiri/220002,X. Shaqiri,Xherdan Shaqiri,"RW, RM",Xherdan Shaqiri,79,79,17000000,75000,29,10/10/1991,169,72,66,Olympique Lyonnais,French Ligue 1,1,RM,29,,8/24/2021,2024,47,Switzerland,,RM,5,Left,4,5,3,Medium/Low,Unique,Yes,si,32300000,,"Flair, Long Shot Taker (AI), Playmaker (AI)",75,76,80,81,46,67,79,70,45,80,76,80,85,82,78,82,77,73,83,77,91,87,51,65,71,81,61,55,75,80,65,79,35,49,48,13,12,12,11,11,,74+3,74+3,74+3,78,77,77,77,78,79,79,79,77+2,76+3,76+3,76+3,77+2,66+3,65+3,65+3,65+3,66+3,62+3,55+3,55+3,55+3,62+3,19+3,https://cdn.sofifa.net/players/193/348/22_120.png,https://cdn.sofifa.net/teams/66/60.png,https://cdn.sofifa.net/flags/fr.png,,https://cdn.sofifa.net/flags/ch.png
603,199503,https://sofifa.com/player/199503/granit-xhaka/220002,G. Xhaka,Granit Xhaka,"CDM, CM",Granit Xhaka,79,79,15500000,80000,28,9/27/1992,185,82,1,Arsenal,English Premier League,1,LDM,34,,7/1/2016,2024,47,Switzerland,,LDM,6,Left,2,3,3,Low/Medium,Normal (185+),Yes,si,29500000,,"Power Free-Kick, Dives Into Tackles (AI), Long Passer (AI), Playmaker (AI)",50,64,79,69,69,80,71,50,62,84,50,66,76,77,84,80,48,52,49,73,61,90,33,84,79,75,91,71,62,78,63,67,71,68,68,7,8,11,7,13,,67+3,67+3,67+3,67,69,69,69,67,71+3,71+3,71+3,70+3,77+2,77+2,77+2,70+3,72+3,77+2,77+2,77+2,72+3,70+3,71+3,71+3,71+3,70+3,16+3,https://cdn.sofifa.net/players/199/503/22_120.png,https://cdn.sofifa.net/teams/1/60.png,https://cdn.sofifa.net/flags/gb-eng.png,,https://cdn.sofifa.net/flags/ch.png
604,210625,https://sofifa.com/player/210625/kevin-mbabu/220002,K. Mbabu,Melingo Kevin Mbabu,RB,Kevin Mbabu,79,82,21000000,59000,26,4/19/1995,184,83,175,VfL Wolfsburg,German 1. Bundesliga,1,RB,19,,7/1/2019,2023,47,Switzerland,,RB,7,Right,3,3,2,High/Medium,Normal (170-185),No,si,37300000,,"Early Crosser, Speed Dribbler (AI)",88,51,69,73,74,80,77,49,67,69,39,72,64,48,65,74,88,88,76,73,73,66,78,91,78,44,74,70,72,68,35,71,75,76,80,8,7,7,14,14,,67+2,67+2,67+2,71,69,69,69,71,69+2,69+2,69+2,74+2,70+2,70+2,70+2,74+2,77+2,73+2,73+2,73+2,77+2,77+2,74+2,74+2,74+2,77+2,17+2,https://cdn.sofifa.net/players/210/625/22_120.png,https://cdn.sofifa.net/teams/175/60.png,https://cdn.sofifa.net/flags/de.png,,https://cdn.sofifa.net/flags/ch.png
605,221491,https://sofifa.com/player/221491/nico-elvedi/220002,N. Elvedi,Nico Elvedi,CB,Nico Elvedi,79,83,22500000,26000,24,9/30/1996,189,81,23,Borussia M苔nchengladbach,German 1. Bundesliga,1,LCB,30,,7/1/2015,2024,47,Switzerland,,LCB,8,Right,3,2,2,Medium/Medium,Normal (185+),Yes,si,39900000,,,74,39,63,68,80,77,65,30,79,74,30,67,45,29,57,72,66,81,64,77,55,50,80,75,80,45,72,82,53,59,37,65,77,84,78,9,15,10,12,9,,60+2,60+2,60+2,63,62,62,62,63,63+2,63+2,63+2,66+2,67+2,67+2,67+2,66+2,75+2,75+2,75+2,75+2,75+2,77+2,79+2,79+2,79+2,77+2,18+2,https://cdn.sofifa.net/players/221/491/22_120.png,https://cdn.sofifa.net/teams/23/60.png,https://cdn.sofifa.net/flags/de.png,,https://cdn.sofifa.net/flags/ch.png
606,235073,https://sofifa.com/player/235073/gregor-kobel/220002,G. Kobel,Gregor Kobel,GK,Gregor Kobel,79,84,21500000,36000,23,12/6/1997,195,88,22,Borussia Dortmund,German 1. Bundesliga,1,GK,1,,7/1/2021,2026,47,Switzerland,,GK,9,Right,3,1,1,Medium/Medium,Normal (185+),Yes,si,38200000,,"GK Long Throw, Rushes Out Of Goal",,,,,,,13,10,13,39,10,24,13,12,33,34,26,26,34,77,24,58,44,21,81,10,24,14,10,55,12,66,15,15,15,80,78,77,74,83,26,30+2,30+2,30+2,29,32,32,32,29,34+2,34+2,34+2,30+2,35+2,35+2,35+2,30+2,26+2,31+2,31+2,31+2,26+2,24+2,28+2,28+2,28+2,24+2,78+2,https://cdn.sofifa.net/players/235/073/22_120.png,https://cdn.sofifa.net/teams/22/60.png,https://cdn.sofifa.net/flags/de.png,,https://cdn.sofifa.net/flags/ch.png
607,190243,https://sofifa.com/player/190243/marwin-hitz/220002,M. Hitz,Marwin Hitz,GK,Marwin Hitz,78,78,4600000,39000,33,9/18/1987,194,89,22,Borussia Dortmund,German 1. Bundesliga,1,SUB,35,,7/1/2018,2023,47,Switzerland,,SUB,10,Right,3,1,2,Medium/Medium,Normal (185+),Yes,si,7800000,,Team Player,,,,,,,12,27,18,29,26,13,15,17,33,17,41,46,41,73,31,59,67,38,78,12,25,23,8,25,22,44,13,15,14,81,74,79,77,79,43,32+2,32+2,32+2,26,28,28,28,26,26+2,26+2,26+2,27+2,27+2,27+2,27+2,27+2,27+2,29+2,29+2,29+2,27+2,27+2,29+2,29+2,29+2,27+2,77+1,https://cdn.sofifa.net/players/190/243/22_120.png,https://cdn.sofifa.net/teams/22/60.png,https://cdn.sofifa.net/flags/de.png,,https://cdn.sofifa.net/flags/ch.png
608,193408,https://sofifa.com/player/193408/haris-seferovic/220002,H. Seferovi��,Haris Seferovi��,ST,Haris Seferovic,78,78,14000000,18000,29,2/22/1992,189,85,234,SL Benfica,Portuguese Liga ZON SAGRES,1,ST,14,,7/1/2017,2024,47,Switzerland,,ST,11,Left,2,3,2,High/High,Normal (185+),Yes,si,28000000,#Strength,Finesse Shot,72,78,67,72,48,84,65,79,81,69,76,72,72,64,63,73,68,75,66,75,60,83,80,83,87,70,81,42,85,68,68,77,44,46,40,9,13,9,9,16,,78,78,78,73,75,75,75,73,72+2,72+2,72+2,72+2,69+2,69+2,69+2,72+2,61+2,61+2,61+2,61+2,61+2,60+2,60+2,60+2,60+2,60+2,19+2,https://cdn.sofifa.net/players/193/408/22_120.png,https://cdn.sofifa.net/teams/234/60.png,https://cdn.sofifa.net/flags/pt.png,,https://cdn.sofifa.net/flags/ch.png
609,210537,https://sofifa.com/player/210537/renato-steffen/220002,R. Steffen,Renato Steffen,"LM, RM",Renato Steffen,78,78,14000000,61000,29,11/3/1991,170,65,175,VfL Wolfsburg,German 1. Bundesliga,1,LM,11,,1/10/2018,2023,47,Switzerland,,LM,12,Left,3,3,2,High/Medium,Normal (170-),No,si,23800000,#Acrobat,"Speed Dribbler (AI), Outside Foot Shot",79,75,74,80,48,65,76,75,70,77,77,79,79,72,67,78,84,74,90,78,91,77,90,76,57,75,67,38,75,73,55,75,54,39,52,16,13,12,8,6,,75+2,75+2,75+2,77,77,77,77,77,77+1,77+1,77+1,77+1,71+2,71+2,71+2,77+1,65+2,61+2,61+2,61+2,65+2,63+2,57+2,57+2,57+2,63+2,18+2,https://cdn.sofifa.net/players/210/537/22_120.png,https://cdn.sofifa.net/teams/175/60.png,https://cdn.sofifa.net/flags/de.png,,https://cdn.sofifa.net/flags/ch.png
610,222357,https://sofifa.com/player/222357/breel-embolo/220002,B. Embolo,Breel-Donald Embolo,"ST, CAM",Breel Embolo,77,82,16000000,27000,24,2/14/1997,187,88,23,Borussia M苔nchengladbach,German 1. Bundesliga,1,SUB,36,,7/1/2019,2023,47,Switzerland,,SUB,13,Right,4,3,2,Medium/High,Stocky (185+),Yes,si,28400000,,"Injury Prone, Flair, Speed Dribbler (AI)",85,73,70,74,51,82,63,69,71,76,64,77,68,51,70,74,83,86,67,76,67,84,73,79,85,71,78,44,82,72,66,74,40,63,38,13,6,7,7,12,,77+2,77+2,77+2,75,76,76,76,75,75+2,75+2,75+2,75+2,72+2,72+2,72+2,75+2,64+2,65+2,65+2,65+2,64+2,62+2,61+2,61+2,61+2,62+2,17+2,https://cdn.sofifa.net/players/222/357/22_120.png,https://cdn.sofifa.net/teams/23/60.png,https://cdn.sofifa.net/flags/de.png,,https://cdn.sofifa.net/flags/ch.png
611,223550,https://sofifa.com/player/223550/jonas-omlin/220002,J. Omlin,Jonas Omlin,GK,Jonas Omlin,77,81,11000000,20000,27,1/10/1994,189,80,70,Montpellier H泰rault SC,French Ligue 1,1,GK,1,,8/12/2020,2024,47,Switzerland,,GK,14,Right,4,1,1,Medium/Medium,Normal (185+),No,si,22800000,,"Rushes Out Of Goal, Saves with Feet",,,,,,,24,17,24,45,15,27,21,16,35,31,49,51,32,74,51,55,75,35,72,18,22,25,15,48,27,55,20,21,24,77,75,73,75,79,50,35+2,35+2,35+2,34,36,36,36,34,37+2,37+2,37+2,36+2,37+2,37+2,37+2,36+2,34+2,35+2,35+2,35+2,34+2,33+2,34+2,34+2,34+2,33+2,76+2,https://cdn.sofifa.net/players/223/550/22_120.png,https://cdn.sofifa.net/teams/70/60.png,https://cdn.sofifa.net/flags/fr.png,,https://cdn.sofifa.net/flags/ch.png
